fund_name,ticker,date,security_name,CUSIP,price,quantity,clean_mkt_value,dirty_mkt_value,ptf_weight
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Connecticut Light And Power Company 4.0% 01-apr-2048,207597EL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Connecticut Light And Power Company 4.3% 15-apr-2044,207597EG,105.2419968,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Conocophillips 4.2% 15-mar-2021,20826FAS,NA,70000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Conocophillips 4.95% 15-mar-2026,20826FAQ,NA,655000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Conocophillips 5.95% 15-mar-2046,20826FAR,NA,25000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Consolidated Edison Company Of New York, Inc. 4.5% 15-may-2058",209111FQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Consolidated Edison Company Of New York, Inc. 4.65% 01-dec-2048",209111FT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Constellation Brands, Inc. 2.25% 06-nov-2020",21036PAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Constellation Brands, Inc. 2.65% 07-nov-2022",21036PAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Constellation Brands, Inc. 2.7% 09-may-2022",21036PAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Constellation Brands, Inc. 3.2% 15-feb-2023",21036PAX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Constellation Brands, Inc. 3.5% 09-may-2027",21036PAS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Constellation Brands, Inc. 3.6% 15-feb-2028",21036PAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Constellation Brands, Inc. 4.1% 15-feb-2048",21036PAZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Constellation Brands, Inc. 4.5% 09-may-2047",21036PAT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Consumers Energy Company 4.35% 15-apr-2049,210518DD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Continental Airlines Series 1997-4 6.9% 02-jan-2018,210805BU,NA,31852,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Continental Airlines Series 2000-2 7.707% 02-apr-2021,210805DD,NA,73732,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Cooperatieve Rabobank Ua (new York Branch) 2.75% 10-jan-2022,21688AAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Cooperatieve Rabobank Ua 2.75% 10-jan-2023,21688AAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,CORPORATE BOND,LS000003,1,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Corporate Office Properties, L.p. 3.6% 15-may-2023",22003BAG,96.76200104,50000,48381,48901,0.223203397
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Corporate Office Properties, L.p. 5.0% 01-jul-2025",22003BAK,NA,30000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Corporate Office Properties, L.p. 5.25% 15-feb-2024",22003BAH,107.8290024,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Costco Wholesale Corporation 2.15% 18-may-2021,22160KAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Costco Wholesale Corporation 2.3% 18-may-2022,22160KAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Costco Wholesale Corporation 2.75% 18-may-2024,22160KAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Costco Wholesale Corporation 3.0% 18-may-2027,22160KAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Agricole 4.375% 17-mar-2025,225313AF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Agricole Sa (london Branch) 3.375% 10-jan-2022,22535WAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Agricole Sa (london Branch) 3.75% 24-apr-2023,22535WAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Suisse Group Ag 3.869% 12-jan-2029,225401AF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Suisse Group Ag 4.207% 12-jun-2024,225401AG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Suisse Group Ag 4.282% 09-jan-2028,225401AC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Suisse Group Funding (guernsey) Ltd. 2.997% 14-dec-2023,225401AD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Suisse Group Funding (guernsey) Ltd. 3.8% 09-jun-2023,225433AT,NA,725000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Credit Suisse Group Funding (guernsey) Ltd. 4.55% 17-apr-2026,225433AR,NA,500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Crown Castle International Corp. 2.25% 01-sep-2021,22822VAD,NA,425000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Csx Corporation 3.8% 01-mar-2028,126408HJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Csx Corporation 4.25% 15-mar-2029,126408HM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Csx Corporation 4.5% 15-mar-2049,126408HP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Csx Corporation 4.75% 15-nov-2048,126408HN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Cvs Health Corporation 3.35% 09-mar-2021,126650DC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Cvs Health Corporation 3.7% 09-mar-2023,126650CV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Cvs Health Corporation 4.1% 25-mar-2025,126650CW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Cvs Health Corporation 4.3% 25-mar-2028,126650CX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Cvs Health Corporation 4.78% 25-mar-2038,126650CY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Cvs Health Corporation 5.05% 25-mar-2048,126650CZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 1.5% 05-jul-2019,233851CF,NA,300000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 2.0% 06-jul-2021,233851CH,NA,350000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 2.2% 30-oct-2021,233851CK,NA,500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 2.25% 02-mar-2020,233851BR,NA,225000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 2.3% 12-feb-2021,233851CZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 2.45% 18-may-2020,233851BV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 2.7% 03-aug-2020,233851CA,NA,250000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 2.85% 06-jan-2022,233851CS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 3.35% 22-feb-2023,233851DD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 3.5% 03-aug-2025,233851CB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Daimler Finance North America Llc 3.65% 22-feb-2024,233851DS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Danske Bank A/s 2.0% 08-sep-2021,23636AAH,NA,205000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Danske Bank A/s 2.7% 02-mar-2022,23636AAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Danske Bank A/s 2.8% 10-mar-2021,23636AAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dct Industrial Operating Partnership Lp 4.5% 15-oct-2023,233150AC,102.6119995,60000,61567.19397,62572.194,0.285604103
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Deutsche Telekom International Finance Bv 1.95% 19-sep-2021,25156PAU,NA,250000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Deutsche Telekom International Finance Bv 2.485% 19-sep-2023,25156PAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Deutsche Telekom International Finance Bv 2.82% 19-jan-2022,25156PAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Deutsche Telekom International Finance Bv 3.6% 19-jan-2027,25156PBA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Deutsche Telekom International Finance Bv 4.375% 21-jun-2028,25156PBB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Deutsche Telekom International Finance Bv 6.0% 08-jul-2019,25156PAN,116.8259964,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Deutsche Telekom International Finance Bv 6.75% 20-aug-2018,25156PAL,117.7170029,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Devon Energy Corporation 5.0% 15-jun-2045,25179MAU,NA,45000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Devon Energy Corporation 5.85% 15-dec-2025,25179MAV,NA,285000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Diamond Offshore Drilling, Inc. 4.875% 01-nov-2043",25271CAN,102.2870026,305000,311975.3295,316848.9755,1.44622334
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Discover Bank 3.35% 06-feb-2023,25466AAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Discovery Communications Llc 2.95% 20-mar-2023,25470DAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Discovery Communications Llc 3.95% 20-mar-2028,25470DAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dnb Bank Asa 2.375% 02-jun-2021,23341CAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy South Carolina, Inc. 3.5% 15-aug-2021",837004CL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy South Carolina, Inc. 4.1% 15-jun-2046",837004CK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy South Carolina, Inc. 4.25% 15-aug-2028",837004CM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy South Carolina, Inc. 4.35% 01-feb-2042",837004CF,104.0670013,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy South Carolina, Inc. 5.3% 15-may-2033",837004BX,118.8789978,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy South Carolina, Inc. 5.45% 01-feb-2041",837004CE,121.4410019,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy, Inc. 1.875% 15-dec-2018",25746UCP,NA,500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy, Inc. 2.579% 01-jul-2020",25746UCT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy, Inc. 2.75% 15-jan-2022",25746UCR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy, Inc. 2.962% 01-jul-2019",25746UBU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dominion Energy, Inc. 4.104% 01-apr-2021",25746UBT,NA,170000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dow Chemical Company 4.125% 15-nov-2021,260543CF,107.1050034,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dow Chemical Company 4.55% 30-nov-2025,260543CM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dow Chemical Company 4.625% 01-oct-2044,260543CL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dow Chemical Company 4.8% 30-nov-2028,260543CQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dow Chemical Company 5.55% 30-nov-2048,260543CP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dte Electric Company 3.95% 01-mar-2049,23338VAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dte Electric Company 4.05% 15-may-2048,23338VAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dte Energy Company 3.3% 15-jun-2022,233331AV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Dte Energy Company 3.7% 01-aug-2023,233331BA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Duke Energy Carolinas, Llc 3.7% 01-dec-2047",26442CAT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Duke Energy Corporation 2.65% 01-sep-2026,26441CAS,NA,1420000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Duke Energy Corporation 3.75% 01-sep-2046,26441CAT,NA,165000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Duke Energy Corporation 3.95% 15-aug-2047,26441CAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Duke Energy Florida Llc 3.8% 15-jul-2028,26444HAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Duke Energy Florida Llc 4.2% 15-jul-2048,26444HAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Duke Energy Progress Llc 3.375% 01-sep-2023,26442UAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Duke Energy Progress Llc 3.45% 15-mar-2029,26442UAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dupont De Nemours, Inc. 4.205% 15-nov-2023",26078JAB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dupont De Nemours, Inc. 4.725% 15-nov-2028",26078JAD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Dupont De Nemours, Inc. 5.419% 15-nov-2048",26078JAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ecopetrol Sa 5.875% 18-sep-2023,279158AC,114.75,30000,34425.00285,35213.232,0.16072704
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Edison International 2.4% 15-sep-2022,281020AL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Edp Finance Bv 3.625% 15-jul-2024,26835PAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Edp Finance Bv 5.25% 14-jan-2021,26835PAD,105.5339966,200000,211068,212380.5,0.96938813
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Edp Finance Bv 6.0% 02-feb-2018,26835PAB,108.6029968,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Electricite De France Sa 4.95% 13-oct-2045,268317AQ,NA,544000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Electricite De France Sa 5.0% 21-sep-2048,268317AT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Electricite De France Sa 5.25% Perp,268317AF,103.25,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Eli Lilly And Company 3.375% 15-mar-2029,532457BV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Emd Finance Llc 2.4% 19-mar-2020,26867LAE,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Emd Finance Llc 2.95% 19-mar-2022,26867LAG,NA,225000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Emd Finance Llc 3.25% 19-mar-2025,26867LAL,NA,125000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Emera Incorporated 6.75% 15-jun-2076,290876AD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Emera Us Finance Lp 4.75% 15-jun-2046,29103DAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Enbridge Energy Partners, L.p. 4.375% 15-oct-2020",29250RAV,NA,60000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Enbridge Energy Partners, L.p. 5.875% 15-oct-2025",29250RAW,NA,25000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Enbridge Energy Partners, L.p. 7.375% 15-oct-2045",29250RAX,NA,665000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enbridge Inc. 2.9% 15-jul-2022,29250NAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enbridge Inc. 3.5% 10-jun-2024,29250NAH,100.2020035,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enbridge Inc. 3.7% 15-jul-2027,29250NAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enbridge Inc. 4.0% 01-oct-2023,29250NAF,104.7699966,255000,267163.5141,271356.8475,1.238579375
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enbridge Inc. 4.25% 01-dec-2026,29250NAL,NA,190000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enbridge Inc. 5.5% 01-dec-2046,29250NAM,NA,305000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enel Chile Sa 4.875% 12-jun-2028,29278DAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enel Finance International Nv 3.5% 06-apr-2028,29278GAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enel Finance International Nv 4.875% 14-jun-2029,29278GAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enel Finance International Sa 3.625% 25-may-2027,29278GAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enel Finance International Sa 6.0% 07-oct-2039,29268BAF,116.935997,250000,292340.0083,298256.675,1.361360768
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enel Generacion Chile S.a. 4.25% 15-apr-2024,29246RAA,101.5139999,150000,152271.0082,154643.925,0.705855694
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enel Spa 8.75% 24-sep-2073,29265WAA,118,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Energy Transfer Operating, L.p. 4.2% 15-apr-2027",29273RBK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Energy Transfer Operating, L.p. 4.75% 15-jan-2026",29273RBG,NA,75000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Energy Transfer Operating, L.p. 5.3% 15-apr-2047",29273RBL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Energy Transfer Operating, L.p. 6.0% 15-jun-2048",29278NAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Energy Transfer Operating, L.p. 6.125% 15-dec-2045",29273RBJ,NA,215000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Energy Transfer Operating, L.p. 6.25% 15-apr-2049",29279FAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Enlink Midstream Partners, L.p. 2.7% 01-apr-2019",29336UAA,101.3420029,60000,60805.19999,61525.2,0.28082521
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Enlink Midstream Partners, L.p. 4.85% 15-jul-2026",29336UAF,NA,80000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Enlink Midstream Partners, L.p. 5.45% 01-jun-2047",29336UAG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Entergy Corporation 2.95% 01-sep-2026,29364GAJ,NA,950000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Entergy Corporation 4.0% 15-jul-2022,29364GAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Entergy Louisiana Llc 4.2% 01-sep-2048,29364WBB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enterprise Products Operating Llc 3.7% 15-feb-2026,29379VBH,NA,10000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Enterprise Products Operating Llc 3.95% 15-feb-2027,29379VBL,NA,60000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Epr Properties 4.5% 01-apr-2025,26884UAB,NA,80000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Epr Properties 4.75% 15-dec-2026,26884UAC,NA,75000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Eqt Corporation 3.0% 01-oct-2022,26884LAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Eqt Corporation 3.9% 01-oct-2027,26884LAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Equinor Asa 3.625% 10-sep-2028,29446MAB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Erac Usa Finance Co. 2.7% 01-nov-2023,26884TAT,NA,275000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Erac Usa Finance Llc 2.6% 01-dec-2021,26884TAQ,NA,250000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Erp Operating Lp 2.85% 01-nov-2026,26884ABF,NA,400000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Essex Portfolio Lp 3.375% 15-apr-2026,29717PAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Essex Portfolio Lp 3.5% 01-apr-2025,29717PAP,NA,70000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Essex Portfolio Lp 3.625% 15-aug-2022,29717PAD,102.4369965,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Essex Portfolio Lp 4.0% 01-mar-2029,29717PAT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Eversource Energy 2.5% 15-mar-2021,30040WAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Eversource Energy 2.75% 15-mar-2022,30040WAC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Eversource Energy 2.8% 01-may-2023,664397AK,97.5510025,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Eversource Energy 3.8% 01-dec-2023,30040WAG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Eversource Energy 4.25% 01-apr-2029,30040WAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Exelon Corporation 3.497% 01-jun-2022,30161NAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Exelon Corporation 3.95% 15-jun-2025,30161NAN,NA,1000000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Exelon Corporation 4.45% 15-apr-2046,30161NAV,NA,400000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Exxon Mobil Corporation 2.222% 01-mar-2021,30231GAV,NA,625000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Firstenergy Corp. 2.85% 15-jul-2022,337932AG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Firstenergy Corp. 3.9% 15-jul-2027,337932AH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Firstenergy Corp. 4.25% 15-mar-2023,337932AF,100.9899979,150000,151484.9984,154389.165,0.70469287
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Firstenergy Corp. 4.85% 15-jul-2047,337932AJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Firstenergy Corp. 7.375% 15-nov-2031,337932AC,121.7600021,550000,669679.9695,681398.025,3.110168577
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,FIXED INCOME (UNCLASSFIED),LS000005,1,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Florida Power & Light Company 3.99% 01-mar-2049,341081FU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Florida St Brd Admin Fin Corp Rev 2.638% 01-jul-2021,341271AB,NA,225000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ford Motor Company 4.346% 08-dec-2026,345370CR,NA,400000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ford Motor Company 5.291% 08-dec-2046,345370CS,NA,825000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ford Motor Credit Company Llc 3.157% 04-aug-2020,345397XK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ford Motor Credit Company Llc 3.664% 08-sep-2024,345397WW,NA,NA,NA,NA,0
